"created_date","n","text","direction"
2019-06-10,11,"Now with our new deal Mexico is doing more for the USA on Illegal Immigration than the Democrats. In fact the Democrats are doing NOTHING they want Open Borderswhich means Illigal Immigration Drugs and Crime. ||| We have fully signed and documented another very important part of the Immigration and Security deal with Mexico one that the U.S. has been asking about getting for many years. It will be revealed in the not too distant future and will need a vote by Mexico’s Legislative body!.. ||| ....We do not anticipate a problem with the vote but if for any reason the approval is not forthcoming Tariffs will be reinstated! ||| When will the Failing New York Times admit that their front page story on the  the new Mexico deal at the Border is a FRAUD and nothing more than a badly reported “hit job” on me something that has been going on since the first day I announced for the presidency! Sick Journalism ||| https://t.co/TwLPmiAB78 ||| https://t.co/2O43Na2Nmr ||| Thank you @MarkLevinShow and John Eastman! https://t.co/PsoyEVynjT ||| Can’t believe they are bringing in John Dean the disgraced Nixon White House Counsel who is a paid CNN contributor. No Collusion - No Obstruction! Democrats just want a do-over which they’ll never get! ||| I have been briefed on the helicopter crash in New York City. Phenomenal job by our GREAT First Responders who are currently on the scene. THANK YOU for all you do 24/7/365! The Trump Administration stands ready should you need anything at all. ||| Congratulations to the 2019 Indianapolis 500 Winner @IMS @SimonPagenaud and @Team_Penske! @IndyCar🏆🏁 https://t.co/uxhfbhJ2p0 ||| Despite the Phony Witch Hunt we will continue to MAKE AMERICA GREAT AGAIN! Thank you!! https://t.co/MXuiolM745","1"
2019-06-13,32,"It was a pleasure to host my friends President Andrzej Duda and Mrs. Agata Kornhauser-Duda of Poland at the @WhiteHouse today. U.S.-Poland ties are at an all-time high. Thank you for being such an exemplary Ally! https://t.co/tvhHIpsrFo ||| Michael Whatley has been with us right from the beginning. A great Leader and @NCGOP Chairman! https://t.co/XQvnK9LD8R ||| Thank you! https://t.co/tagXwv2imY ||| Our Farmers deserve this they are GREAT! https://t.co/0dFkx0vUkl ||| Two Fantastic People! My friends from the very beginning. Thank you D&amp;S. https://t.co/XmyedA1WZL ||| is = if (Spell)! Not like Chris. https://t.co/wBIGo2ffzB ||| Thank you very much! https://t.co/UOeTBUqfhE ||| “Biden would be America’s Dream Candidate because there would be no more Tariffs no more demands that China stop stealing our IP things would go back to the old days with America’s manufacturers &amp; workers getting shafted. He has Zero Credibility!” @IngrahamAngle  So true! ||| “It’s about peace and Properity that’s how Republican Presidents get elected and this President has delivered on the Economy and he’s delivered on keeping America Stronger and Safer. Our biggest enemy is not any one of these Democrats it’s the Media.” John McLaughlin pollster ||| “Biden would be China’s Dream Candidate because there would be no more Tariffs no more demands that China stop stealing our IP things would go back to the old days with America’s manufacturers &amp; workers getting shafted. He has Zero Credibility!” @IngrahamAngle  So true! ||| “It’s about peace and Prosperity that’s how Republican Presidents get elected and this President has delivered on the Economy and he’s delivered on keeping America Stronger &amp; Safer. Our biggest enemy is not any one of these Democrats it’s the Media.” John McLaughlin pollster ||| General Michael Flynn the 33 year war hero who has served with distinction has not retained a good lawyer he has retained a GREAT LAWYER Sidney Powell. Best Wishes and Good Luck to them both! ||| Unrelated to Russia Russia Russia (although the Radical Left doesn’t use the name Russia anymore since the issuance of the Mueller Report) House Committee now plays the seldom used “Contempt” card on our great A.G. &amp; Sec. of Commerce - this time on the Census. Dems play a..... ||| .....much tougher game than the Republicans did when they had the House Majority. Republicans will remember! “This has already been argued before the U.S. Supreme Court but the House doesn’t want to wait. This is a common thread between all of the Committees - do whatever you... ||| ....can to embarrass the Trump Administration (and Republicans) attack the Trump Administration. This is campaigning by the Dems.” Attorney David Bruno. So true! In the meantime they are getting NO work done on Drug Pricing Infrastructure &amp; many other things. ||| “Congress cannot Impeach President Trump (did nothing wrong) because if they did they would be putting themselves above the law. The Constitution provides criteria for Impeachment - treason bribery high crimes &amp;  misdemeanors. Unless there is compelling evidence Impeachment... ||| ....is not Constitutionally Permissable.” Alan Dershowitz Constitutional Lawyer ||| The Dems fight us at every turn - in the meantime they are accomplishing nothing for the people! They have gone absolutely “Loco” or Unhinged as they like to say! ||| I meet and talk to “foreign governments” every day. I just met with the Queen of England (U.K.) the Prince of Whales the P.M. of the United Kingdom the P.M. of Ireland the President of France and the President of Poland. We talked about “Everything!” Should I immediately..... ||| .....call the FBI about these calls and meetings? How ridiculous! I would never be trusted again. With that being said my full answer is rarely played by the Fake News Media. They purposely leave out the part that matters. ||| I meet and talk to “foreign governments” every day. I just met with the Queen of England (U.K.) the Prince of Wales the P.M. of the United Kingdom the P.M. of Ireland the President of France and the President of Poland. We talked about “Everything!” Should I immediately.... ||| ....call the FBI about these calls and meetings? How ridiculous! I would never be trusted again. With that being said my full answer is rarely played by the Fake News Media. They purposely leave out the part that matters. ||| When Senator @MarkWarnerVA spoke at length and in great detail about extremely negative information on me with a talented entertainer purporting to be a Russian Operative did he immediately call the FBI? NO in fact he didn’t even tell the Senate Intelligence Committee of.... ||| ....which he is a member. When @RepAdamSchiff took calls from another person also very successfully purporting to be a Russian Operative did he call the FBI or even think to call the FBI? NO! The fact is that the phony Witch Hunt is a giant scam where Democrats... ||| ....and other really bad people SPIED ON MY CAMPAIGN! They even had an “insurance policy” just in case Crooked Hillary Clinton and the Democrats lost their race for the Presidency! This is the biggest &amp; worst political scandal in the history of the United States of America. Sad! ||| They’ve been wrong all along! https://t.co/z5tSV2JLEf ||| While I very much appreciate P.M. Abe going to Iran to meet with Ayatollah Ali Khamenei I personally feel that it is too soon to even think about making a deal. They are not ready and neither are we! ||| While I very much appreciate P.M. Abe going to Iran to meet with Ayatollah Ali Khamenei I personally feel that it is too soon to even think about making a deal. They are not ready and neither are we! |||  || It is the assessment of the U.S. government that Iran is responsible for today's attacks in the Gulf of Oman.... || @StateDept @SecPompeo https://t.co/sTIB0p1kCE ||| After 3 1/2 years our wonderful Sarah Huckabee Sanders will be leaving the White House at the end of the month and going home to the Great State of Arkansas.... ||| ....She is a very special person with extraordinary talents who has done an incredible job! I hope she decides to run for Governor of Arkansas - she would be fantastic. Sarah thank you for a job well done! ||| Today we announced vital new actions that we are taking to help former inmates find a job live a crime-free life and succeed beyond their dreams....https://t.co/BBQ8gpFunJ","1"
2019-06-17,7,"Congratulations to Gary Woodland in winning the United States Open Golf Championship. Fantastic playing great heart - there will be more in Gary’s future! ||| Thank you Mr. Prime Minister a great honor! https://t.co/ozLz84g3i0 ||| Big Rally tomorrow night in Orlando Florida looks to be setting records. We are building large movie screens outside to take care of everybody. Over 100000 requests. Our Country is doing great far beyond what the haters &amp; losers thought possible - and it will only get better! ||| Only Fake Polls show us behind the Motley Crew. We are looking really good but it is far too early to be focused on that. Much work to do! MAKE AMERICA GREAT AGAIN! ||| “Iran to defy Uranium Stockpile Limits” ||| One size doesn’t fit all - I support West Virginia Schools. Keep up the great work @WVGovernor Big Jim Justice -  I am with you! https://t.co/EomFLcBjlz ||| .@FoxNews Polls are always bad for me. They were against Crooked Hillary also. Something weird going on at Fox. Our polls show us leading in all 17 Swing States. For the record I didn’t spend 30 hours with @abcnews but rather a tiny fraction of that. More Fake News  @BretBaier","1"
2019-06-18,16,"Next week ICE will begin the process of removing the millions of illegal aliens who have illicitly found their way into the United States. They will be removed as fast as they come in. Mexico using their strong immigration laws is doing a very good job of stopping people....... ||| ....long before they get to our Southern Border. Guatemala is getting ready to sign a Safe-Third Agreement. The only ones who won’t do anything are the Democrats in Congress. They must vote to get rid of the loopholes and fix asylum! If so Border Crisis will end quickly! ||| Thousands of people are already lined up in Orlando some two days before tomorrow nights big Rally. Large Screens and food trucks will be there for those that can’t get into the 25000 capacity arena. It will be a very exciting evening! Make America Great Again! ||| The story in the @nytimes about the U.S. escalating attacks on Russia’s power grid is Fake News and the Failing New York Times knows it. They should immediately release their sources which if they exist at all which I doubt are phony. Times must be held fully accountable! ||| Wow!  The State Department said it has identified 30 Security Incidents involving current or former employees and their handling of Crooked Hillary Clinton’s Emails. @FoxNews  This is really big. Never admitted before. Highly Classified Material. Will the Dems investigate this? ||| Only a few people showed up for the so-called Impeachment rallies over the weekend. The numbers were anemic no spirit no hope. More importantly No Collusion No Obstruction! ||| Mario Draghi just announced more stimulus could come which immediately dropped the Euro against the Dollar making it unfairly easier for them to compete against the USA. They have been getting away with this for years along with China and others. ||| European Markets rose on comments (unfair to U.S.) made today by Mario D! ||| The Fake News doesn’t report it but Republican enthusiasm is at an all time   high. Look what is going on in Orlando Florida right now! People have never seen anything like it (unless you play a guitar). Going to be wild - See you later! ||| Had a very good telephone conversation with President Xi of China. We will be having an extended meeting next week at the G-20 in Japan. Our respective teams will begin talks prior to our meeting. ||| “ECB officials see Rate Cut as primary tool for any new stimulus.”  @business ||| German DAX way up due to stimulus remarks from Mario Draghi. Very unfair to the United States! ||| Acting Secretary of Defense Patrick Shanahan who has done a wonderful job has decided not to go forward with his confirmation process so that he can devote more time to his family.... ||| ....I thank Pat for his outstanding service and will be naming Secretary of the Army Mark Esper to be the new Acting Secretary of Defense. I know Mark and have no doubt he will do a fantastic job! ||| Departing for Orlando Florida with @FLOTUS Melania! https://t.co/EB2ewYArUP ||| Join me LIVE tonight in Orlando Florida at 8:00 P.M. Eastern as we kickoff #Trump2020. Enjoy!","1"
2019-06-19,15,"THANK YOU ORLANDO FLORIDA!https://t.co/Va9FhByJi0 ||| Together we are breaking the most sacred rule in Washington Politics: we are KEEPING our promises to the American People. Because my only special interest is YOU! #Trump2020 https://t.co/bYyK6sOrak ||| On no issue are Democrats more extreme – and more depraved – than when it comes to Border Security. The Democrat Agenda of open borders is morally reprehensible. It is the great betrayal of the American Middle Class and our Country as a whole! #Trump2020 https://t.co/f9RJhpp50J ||| In the ultimate act of moral cowardice not one Democrat Candidate for president - not a single one - has stood up to defend the incredible men and women of ICE and Border Patrol. They don’t have the character the virtue or the spine! #Trump2020 https://t.co/oULNnVtxmW ||| Don’t ever forget - this election is about YOU. It is about YOUR family YOUR future &amp; the fate of YOUR COUNTRY. We begin our campaign with the best record the best results the best agenda &amp; the only positive VISION for our Country’s future! #Trump2020 https://t.co/Vmu28hKQh6 ||| THANK YOU! #Trump2020🇺🇸 https://t.co/recnmmYAFN ||| The Dems are very unhappy with the Mueller Report so after almost 3 years they want a Redo or Do Over. This is extreme Presidential Harassment. They gave Crooked Hillary’s people complete Immunity yet now they bring back Hope Hicks. Why aren’t the Dems looking at the..... ||| ....33000 Emails that Hillary and her lawyer deleted and acid washed AFTER GETTING A SUBPOENA FROM CONGRESS? That is real Obstruction that the Dems want no part of because their hearings are RIGGED and a disgrace to our Country! ||| DEMOCRAT CONGRESSIONAL HEARINGS ARE #RIGGED! ||| If I didn’t have the Phony Witch Hunt going on for 3 years and if the Fake News Media and their partner in Crime the Democrats would have played it straight I would be way up in the Polls right now - with our Economy winning by 20 points. But I’m winning anyway! ||| So sad that the Democrats are putting wonderful Hope Hicks through hell for 3 years now after total exoneration by Robert Mueller &amp; the Mueller Report. They were unhappy with result so they want a Do Over. Very unfair &amp; costly to her. Will it ever end? Why aren’t they....... ||| ....asking Hillary Clinton why she deleted and acid washed her Emails AFTER getting a subpoena from Congress? Anybody else would be in jail for that yet the Dems refuse to even bring it up. Rigged House Committee ||| I will be interviewed LIVE tonight by @seanhannity on @FoxNews  9 P.M. Enjoy! ||| Just returning from Orlando and Doral (Miami) Florida and heading to the Oval Office where I will present the great Economist Dr. Arthur Laffer with the Presidential Medal of Freedom. ||| Congratulations to President Lopez Obrador — Mexico voted to ratify the USMCA today by a huge margin. Time for Congress to do the same here!","1"
2019-06-20,6,"Since Election Day 2016 Stocks up almost 50% Stocks gained 9.2 Trillion Dollars in value and more than 5000000 new jobs added to the Economy. @LouDobbs If our opponent had won there would have been a market crash plain and simple! @TuckerCarlson @seanhannity @IngrahamAngle ||| S&amp;P opens at Record High! ||| “The President has a really good story to tell. We have unemployment lower than we’ve seen in decades. We have people who stopped looking for work coming back into the labor force. We are in a record growth period.” Michael Steel @MSNBC (do you believe?) ||| Iran made a very big mistake! ||| It was my great honor to host Canadian Prime Minister @JustinTrudeau at the @WhiteHouse today!🇺🇸🇨🇦 https://t.co/orlejZ9FFs ||| S&amp;P closes at Record High! https://t.co/C5nOXIQ7EJ","1"
2019-06-24,9,"https://t.co/gw9cXRTtaR ||| https://t.co/GY34Y0OeAS ||| China gets 91% of its Oil from the Straight Japan 62% &amp; many other countries likewise. So why are we protecting the shipping lanes for other countries (many years) for zero compensation. All of these countries should be protecting their own ships on what has always been.... ||| ....a dangerous journey. We don’t even need to be there in that the U.S. has just become (by far) the largest producer of Energy anywhere in the world! The U.S. request for Iran is very simple - No Nuclear Weapons and No Further Sponsoring of Terror! ||| Despite a Federal Reserve that doesn’t know what it is doing - raised rates far to fast (very low inflation other parts of world slowing lowering &amp; easing) &amp; did large scale tightening $50 Billion/month we are on course to have one of the best Months of June in U.S. history.. ||| ....Think of what it could have been if the Fed had gotten it right. Thousands of points higher on the Dow and GDP in the 4’s or even 5’s. Now they stick like a stubborn child when we need rates cuts &amp; easing to make up for what other countries are doing against us. Blew it! ||| Despite a Federal Reserve that doesn’t know what it is doing - raised rates far too fast (very low inflation other parts of world slowing lowering &amp; easing) &amp; did large scale tightening $50 Billion/month we are on course to have one of the best Months of June in US history... ||| ....Think of what it could have been if the Fed had gotten it right. Thousands of points higher on the Dow and GDP in the 4’s or even 5’s. Now they stick like a stubborn child when we need rates cuts &amp; easing to make up for what other countries are doing against us. Blew it! ||| I am pleased to announce the launch of https://t.co/D1MY2aPC7f. This new platform will allow my campaign and other Republicans to compete with the Democrats money machine. This has been a priority of mine and I’m pleased to share that it is up and running! #KeepAmericaGreat","1"
2019-06-28,6,"Great to be back in Japan for the #G20OsakaSummithttps://t.co/ZUwla1UMAQ ||| All Democrats just raised their hands for giving millions of illegal aliens unlimited healthcare. How about taking care of American Citizens first!? That’s the end of that race! ||| The Stock Market went up massively from the day after I won the Election all the way up to the day that I took office because of the enthusiasm for the fact that I was going to be President. That big Stock Market increase must be credited to me. If Hillary won - a Big Crash! ||| I am in Japan at the G-20 representing our Country well but I heard it was not a good day for Sleepy Joe or Crazy Bernie. One is exhausted the other is nuts - so what’s the big deal? ||| 54% in Poll! I would be at 75% (with our great economy maybe the best ever) if not for the Phony Witch Hunt and the Fake News Media! ||| After some very important meetings including my meeting with President Xi of China I will be leaving Japan for South Korea (with President Moon). While there if Chairman Kim of North Korea sees this I would meet him at the Border/DMZ just to shake his hand and say Hello(?)!","1"
2019-07-01,19,"https://t.co/ctb5YJL1Vb ||| So many amazing things happened over the last three days. All or at least most of those things are great for the United States. Much was accomplished! ||| “Stock had the Best First Half since 1997.” @WallStreetJour  Our Country is doing great - the talk of the world! ||| “Stocks Cap Best First Half Since 1997” @WallStreetJour  Our Country is doing great! ||| “Stocks Cap Best First Half Since 1997” @WSJ Our Country is doing great! ||| Congratulations to legislators in New Jersey for not passing taxes that would have driven large numbers of high end taxpayers out of the state. Many were planning to leave &amp; will now be staying. New York &amp; others should start changing their thought process on taxes fast! ||| Thank you to President Moon of South Korea for hosting the American Delegation and me immediately following the very successful G-20 in Japan. While there it was great to call on Chairman Kim of North Korea to have our very well covered meeting. Good things can happen for all! ||| Congratulations to Prime Minister Abe of Japan for hosting such a fantastic and well run G-20. There wasn’t a thing that was missing or a mistake that was made. PERFECT! The people of Japan must be very proud of their Prime Minister. ||| https://t.co/k24a6VMTFu ||| “In my opinion the President has done more good on the Korean issue in the last year and a half than President Obama did in eight years. If you look at the strides they made during the Obama years which advocated strategic patience-they stuck their head in the sand. This is..... ||| .....why President Trump has to deal with North Korea the way it is now. He had to figure out what to do with the Korea mess. I think this is why the President deserves a lot of credit.” Harry Kazianis Center for the National Interest. Thank you! ||| It is very hard and expensive to live in New York. Governor Andrew Cuomo uses his Attorney General as a bludgeoning tool for his own purposes. They sue on everything always in search of a crime. I even got sued on a Foundation which took Zero rent &amp; expenses &amp; gave away... ||| ....more money than it had. Going on for years originally brought by Crooked Hillary’s Campaign Chair A.G. Eric Schneiderman until forced to resign for abuse against women. They never even looked at the disgusting Clinton Foundation. Now Cuomo’s A.G. is harassing all of my.... ||| ....New York businesses in search of anything at all they can find to make me look as bad as possible. So on top of ridiculously high taxes my children and companies are spending a fortune on lawyers. No wonder people and businesses are fleeing New York in record numbers! ||| That’s right The Trump Foundation gave away 100% plus with Zero rent or expenses charged and has been being sued by Cuomo and New York State for years - another part of the political Witch Hunt. Just in case anyone is interested - Clinton Foundation never even looked at! ||| I am excited to announce that @MercedesSchlapp will soon be joining our Campaign. She feels so strongly about our Country &amp; its future. We are setting records in so many ways &amp; we will keep it going. Mercedes has done a fantastic job within the Administration &amp; I am so thankful! ||| It was great being with Chairman Kim Jong Un of North Korea this weekend. We had a great meeting he looked really well and very healthy - I look forward to seeing him again soon.... ||| ....In the meantime our teams will be meeting to work on some solutions to very long term and persistent problems. No rush but I am sure we will ultimately get there! ||| I will be interviewed by @TuckerCarlson tonight at 8:00pm on @FoxNews!","1"
2019-07-02,15,"People are fleeing New York like never before. If they own a business they are twice as likely to flee. And if they are a victim of harassment by the A.G. of the state like what they are doing to our great NRA which I think will move quickly to Texas where they are loved..... ||| ...Texas will defend them &amp; indemnify them against political harassment by New York State and Governor Cuomo. So many people are leaving New York for Texas and Florida that it is totally under siege. First New York taxes you too high then they sue you just to complete the job ||| Mark Levin has written a big number one bestselling book called conspicuously and accurately “Unfreedom of the Press.” It is a great book that tells it like it is fake news and all. Keep this book number one! ||| As most people are aware according to the Polls I won EVERY debate including the three with Crooked Hillary Clinton despite the fact that in the first debate they modulated the sound on me and got caught. This crew looks somewhat easier than Crooked but you never know? ||| The Economy is the BEST IT HAS EVER BEEN! Even much of the Fake News is giving me credit for that! ||| Big 4th of July in D.C. “Salute to America.” The Pentagon &amp; our great Military Leaders are thrilled to be doing this &amp; showing to the American people among other things the strongest and most advanced Military anywhere in the World. Incredible Flyovers &amp; biggest ever Fireworks! ||| Robert Mueller is being asked to testify yet again. He said he could only stick to the Report &amp; that is what he would and must do. After so much testimony &amp; total transparency this Witch Hunt must now end. No more Do Overs. No Collusion No Obstruction. The Great Hoax is dead! ||| https://t.co/4FMs202NrW ||| Thanks to “Phantom Fireworks” and “Fireworks by Grucci ||  for their generosity in donating the biggest fireworks show Washington D.C. has ever seen. CEO's Bruce Zoldan and Phil Grucci are helping to make this the greatest 4th of July celebration in our Nations history! ||| I am pleased to announce that it is my intention to nominate Christopher Waller Ph. D. Executive VP and Director of Research Federal Reserve Bank of St. Louis Missouri to be on the board of the Federal Reserve.... ||| ....Prior to his current position Christopher served as a professor and Chair of Economics at Notre Dame. ||| I am pleased to announce that it is my intention to nominate Judy Shelton Ph. D. U.S. Executive Dir European Bank of Reconstruction &amp; Development. Judy is a Founding Member of the board of directors of Empower America and has served on the board of directors of Hilton Hotels. ||| I am pleased to announce that it is my intention to nominate Judy Shelton Ph. D. U.S. Executive Dir European Bank of Reconstruction &amp; Development to be on the board of the Federal Reserve.... ||| ....Judy is a Founding Member of the board of directors of Empower America and has served on the board of directors of Hilton Hotels. ||| https://t.co/hWiNicShLY","1"
2019-07-03,18,"More great information from the @NatlParkService for Thursday’s Fourth of July Celebration here in Washington D.C. #SaluteToAmerica🇺🇸 https://t.co/AiZKkvBsh7 ||| Thanks @RobertJeffress! https://t.co/wFZyCyh3W6 ||| A very sad time for America when the Supreme Court of the United States won’t allow a question of “Is this person a Citizen of the United States?” to be asked on the #2020 Census! Going on for a long time. I have asked the Department of Commerce and the Department of Justice.... ||| ....to do whatever is necessary to bring this most vital of questions and this very important case to a successful conclusion. USA! USA! USA! ||| Iran was violating the 150 Billion Dollar (plus 1.8 Billion Dollar in CASH) Nuclear Deal with the United States and others who paid NOTHING long before I became President - and they have now breached their stockpile limit. Not good! ||| Our July 4th Salute to America at the Lincoln Memorial is looking to be really big. It will be the show of a lifetime! ||| We have the greatest economy anywhere in the world. We have the greatest military anywhere in the world. Not bad! ||| S&amp;P 500 hits new record high. Up 19% for the year. Congratulations! ||| China and Europe playing big currency manipulation game and pumping money into their system in order to compete with USA. We should MATCH or continue being the dummies who sit back and politely watch as other countries continue to play their games - as they have for many years! ||| The cost of our great Salute to America tomorrow will be very little compared to what it is worth. We own the planes we have the pilots the airport is right next door (Andrews) all we need is the fuel. We own the tanks and all. Fireworks are donated by two of the greats. Nice! ||| Congratulations to Navy Seal Eddie Gallagher his wonderful wife Andrea and his entire family. You have been through much together. Glad I could help! ||| The News Reports about the Department of Commerce dropping its quest to put the Citizenship Question on the Census is incorrect or to state it differently FAKE! We are absolutely moving forward as we must because of the importance of the answer to this question. ||| Our Border Patrol people are not hospital workers doctors or nurses. The Democrats bad Immigration Laws which could be easily fixed are the problem. Great job by Border Patrol above and beyond. Many of these illegals aliens are living far better now than where they..... ||| .....came from and in far safer conditions. No matter how good things actually look even if perfect the Democrat visitors will act shocked &amp; aghast at how terrible things are. Just Pols. If they really want to fix them change the Immigration Laws and Loopholes. So easy to do! ||| .....Now if you really want to fix the Crisis at the Southern Border both humanitarian and otherwise tell migrants not to come into our country unless they are willing to do so legally and hopefully through a system based on Merit. This way we have no problems at all! ||| If Illegal Immigrants are unhappy with the conditions in the quickly built or refitted detentions centers just tell them not to come. All problems solved! ||| Mexico is doing a far better job than the Democrats on the Border. Thank you Mexico! ||| Iran has just issued a New Warning. Rouhani says that they will Enrich Uranium to “any amount we want” if there is no new Nuclear Deal. Be careful with the threats Iran. They can come back to bite you like nobody has been bitten before!","1"
2019-07-09,12,"Very good numbers on the economy. Much potential for growth. Trade deals being negotiated or being set up for negotiation. We have been treated very unfairly (to put it mildly) by other countries for many years but that is changing! ||| The wacky Ambassador that the U.K. foisted upon the United States is not someone we are thrilled with a very stupid guy. He should speak to his country and Prime Minister May about their failed Brexit negotiation and not be upset with my criticism of how badly it was... ||| ...handled. I told @theresa_may how to do that deal but she went her own foolish way-was unable to get it done. A disaster! I don’t know the Ambassador but have been told he is a pompous fool. Tell him the USA now has the best Economy &amp; Military  anywhere in the World by far... ||| ....and they are both only getting bigger better and stronger.....Thank you Mr. President! ||| “I agree with the President the Supreme Court got it wrong. There should be a question about Citizenship on the Census. A.G. Barr sees a pathway to add the Citizenship Question.”  Steve Doocy @foxandfriends  Working hard on something that should be so easy. People are fed up! ||| Outrage is growing in the Great State of Minnesota where our Patriots are now having to fight for the right to say the Pledge of Allegiance. I will be fighting with you! @foxandfriends ||| “With President Trump at the helm not only is America getting great again but he’s going to make our estuaries our rivers our water - everything better - the things he is doing and done are just helping America tremendously.” Thank you to Bruce Hrobak @foxandfriends ||| Food Stamp participation hits 10 year low. Wow! @OANN ||| India has long had a field day putting Tariffs on American products. No longer acceptable! ||| Recent “strained” decisions by the United States Supreme Court some so simple as allowing the question “Are you a citizen of the United States” on our very expensive Census Report or the even more strained decisions (2) allowing the world’s most expensive &amp; pathetic...... ||| ....healthcare (Obamacare) to stay in place when it would have been replaced by something far better shows how incredibly important our upcoming 2020 Election is. I have long heard that the appointment of Supreme Court Justices is a President’s most important decision. SO TRUE! ||| After a wonderful dinner at the @USTreasury last night with the Amir of Qatar @TamimBinHamad it was my great honor to welcome him to the @WhiteHouse this afternoon! https://t.co/SB9DGA7dgo","1"
2019-07-11,31,"Congratulations to @DrGregMurphy1 of North Carolina (#NC03) on his great primary victory for the United States Congress. Greg is tough on Crime Borders and loves our Second Amendment our Military and our Vets. He has my Complete and Total Endorsement! ||| I was just informed by Marillyn Hewson CEO of Lockheed Martin of her decision to keep the Sikorsky Helicopter Plant in Coatesville Pennsylvania open and humming! We are very proud of Pennsylvania and the people who work there.... ||| ....Thank you to Lockheed Martin one of the USA’s truly great companies! ||| Thank you so much @JonVoight!https://t.co/7aj57QH57l ||| THANK YOU BILL! https://t.co/ToNeu9OGuM ||| The White House will be hosting a very big and very important Social Media Summit today. Would I have become President without Social Media? Yes (probably)! At its conclusion we will all go to the beautiful Rose Garden for a News Conference on the Census and Citizenship. ||| A big subject today at the White House Social Media Summit will be the tremendous dishonesty bias discrimination and suppression practiced by certain companies. We will not let them get away with it much longer. The Fake News Media will also be there but for a limited period.. ||| ....The Fake News is not as important or as powerful as Social Media. They have lost tremendous credibility since that day in November 2016 that I came down the escalator with the person who was to become your future First Lady. When I ultimately leave office in six...... ||| ....years or maybe 10 or 14 (just kidding) they will quickly go out of business for lack of credibility or approval from the public. That’s why they will all be Endorsing me at some point one way or the other. Could you imagine having Sleepy Joe Biden or @AlfredENeuman99.. ||| ...or a very nervous and skinny version of Pocahontas (1000/24th) as your President rather than what you have now so great looking and smart a true Stable Genius! Sorry to say that even Social Media would be driven out of business along with and finally the Fake News Media! ||| The Pledge of Allegiance to our great Country in St. Louis Park Minnesota is under siege. That is why I am going to win the Great State of Minnesota in the 2020 Election. People are sick and tired of this stupidity and disloyalty to our wonderful USA! ||| “Nearly one million more blacks and two million more Hispanics are employed than when Barrack Obama left office and minorities account for more than half of all new jobs created during the Trump Presidency. Unemployment among black women has hovered near 5% for the last six..... ||| ....months the lowest since 1972.” The Wall Street Journal Editorial Board A Tale of Two Economies. @IngrahamAngle ||| Robert Johnson B.E.T. “I give the President a lot of credit for moving the Economy in a positive direction that’s benefiting a large number of Americans. I think the Tax Cuts clearly helped stimulate the Economy. Overall if you look at the U.S. Economy and you look at..... ||| ....the number of people who are no longer looking for jobs but who are now seeing the opportunity for job growth you’ve got to give the President an A Plus for that.”  Thank you Robert one of our great business leaders! ||| The Fake News Media loves the narrative that I didn’t use many banks because the banks didn’t like me. No I didn’t use many banks because I didn’t (don’t) need their money (old fashioned isn’t it?). If I did it would have been very easy for me to get. ||| ....And remember a bank that I did use years ago the now badly written about and maligned Deutsche Bank was then one of the largest and most prestigious banks in the world! They wanted my business and so did many others! ||| Democrats had to quickly take down a tweet called “Kids In Cages Inhumane Treatment at the Border” because the horrible picture used was from the Obama years. Very embarrassing! @foxandfriends ||| Now the Democrats have asked to see 12 more people who have already spent hours with Robert Mueller and spent a fortune on lawyers in so doing. How many bites at the apple do they get before working on Border Loopholes and Asylum. They also want to interview the highly...... ||| ....conflicted and compromised Mueller again. He said he was “done” after his last 9 minute speech and that he had nothing more to say outside of the No Collusion No Obstruction Report. Enough already go back to work! I won unanimously the big Emoluments case yesterday! ||| Will be a big and exciting day at the White House for Social Media! ||| Mexico is doing great at the Border but China is letting us down in that they have not been buying the agricultural products from our great Farmers that they said they would. Hopefully they will start soon! ||| “It seems that the Brits and the French and the Germans are coming around to the idea that the Iranians are up to no good!” @BillHemmer @FoxNews ||| Dow just hit 27000 for first time EVER! ||| So happy that I was able to keep Sikorsky Helicopter in the Great State of Pennsylvania. KEEP AMERICA GREAT! ||| A big subject today at the White House Social Media Summit will be the tremendous dishonesty bias discrimination and suppression practiced by certain companies. We will not let them get away with it much longer. The Fake News Media will also be there but for a limited period.. ||| ...The Fake News is not as important or as powerful as Social Media. They have lost tremendous credibility since that day in November 2016 that I came down the escalator with the person who was to become your future First Lady. When I ultimately leave office in six... ||| ...years or maybe 10 or 14 (just kidding) they will quickly go out of business for lack of credibility or approval from the public. That’s why they will all be Endorsing me at some point one way or the other. Could you imagine having Sleepy Joe Biden or Alfred E. Newman... ||| ...or a very nervous and skinny version of Pocahontas (1/1024th) as your President rather than what you have now so great looking and smart a true Stable Genius! Sorry to say that even Social Media would be driven out of business along with and finally the Fake News Media! ||| Today I am directing my Administration to explore all regulatory and legislative solutions to protect the free speech rights of ALL AMERICANS. We hope to see more transparency more accountability and more FREEDOM! #SocialMediaSummit https://t.co/i6th5qtfAj ||| To everyone on the Gulf Coast: As you make preparations to protect your homes &amp; loved ones from flooding &amp; the coming storm it is imperative that you heed the directions of @FEMA State &amp; Local Officials. We are working closely w/ them. Please be prepared be careful &amp; be SAFE!","1"
